Allergy,Anxiety,Genetics,Peer_Pressure,Attention_Disorder,Smoking,Lung_Cancer,Yellow_Fingers,Coughing,Fatigue,Car_Accident
-0.2660764683123691,0.46078794575835835,-0.35943966281103457,-0.40318704922739124,-0.22831739769501214,1.334454705302191,0.5746232043725701,1.163335661499409,0.9827255547550803,-0.840671906100225,-0.5083223185600297
-0.5790835455197365,-0.8468356499624419,-0.29520364374899244,0.302682537437311,-0.2562686592444121,-1.637193320529595,-1.395066561331416,0.15451604935938176,0.3413139342656146,0.9336381792712146,-1.0756617958644776
-0.10587589996712166,0.6031704525865376,-0.246007030276453,-0.0669264407977972,-0.10098288346624075,0.500358926248222,0.32912196283555967,0.19942505334253222,0.31484742156763346,-0.14322567430009425,-0.7553281957598267
0.7272932826643603,-0.9494931653394607,0.749637066919816,-0.5957943493277733,0.8094051562096839,-0.5869187122982584,-0.1302688312426053,-0.8406098781318002,-0.6911772957242498,0.30376108388479583,-0.4319104586396999
-0.1750181719242243,-0.8204775092295971,-0.43294871642873267,-0.7295110131075617,-0.753609438510186,-0.21980970199826233,-0.7001198386672078,-0.7332397052522328,-0.14930794775619657,0.8541952777187641,-0.6339404478129703
0.2170188957468111,-0.416581641811935,-0.34690057336283786,-0.6978255583614523,-0.019967326016662124,0.43145558233572623,0.22842146173855607,-0.0022668765116715746,-0.6635395082202235,0.5859106012836576,-0.9573860509515622
0.6324028730170828,0.18129315124496692,-0.25808019033146246,-0.48365735199475357,-0.16606111685940272,1.0246935832208584,1.2601873891460535,0.9302389965415274,0.23005013510489697,-0.3239030673751837,-0.8783750217757347
0.6230420234688203,0.8417049498671074,-0.9912657226564134,0.20307456077634956,-1.86565085269115,0.8977877431662218,3.113341974932699,0.6697073258459004,0.8203578791962667,-1.5098515244198467,2.2839256699340695
-0.2545350923015983,-0.8016710931890247,0.29263358928887073,0.961786126201891,1.0136925557196388,-1.5759701710285867,-1.3468977267562126,-0.01616545347960857,0.13489617500574408,1.2350875823254968,-0.7422824340418461
-0.21517619930982756,0.30632535171152964,-0.9199380680463038,0.44988449636634775,-2.110428594032321,0.01840022544122193,0.8574539301855558,-0.8052459321415307,0.8516286127346869,-1.0307042130122674,1.4842480825717317
-0.9443406837051773,-0.3584044987758559,0.36800808915206584,-0.6487495480175407,0.745179185817369,0.371192122105377,-1.1395648013408683,-0.21239156542007623,0.49177385318048783,1.0736752464595418,-0.8453728974220753
-0.9650268161295126,-0.17469832872568847,-0.5656472367587217,-0.11987073228727563,-1.216968317362546,-0.212261261604055,-0.4754609348238578,-0.8196371291608151,0.9264620781819681,-0.31414636014875674,-0.33204727663116473
-0.029675670905213503,-0.9141549301359906,-0.7918671549299434,-0.7926423033742309,-1.536079029417504,-0.14987371744053984,0.4163505277189023,-0.8006179413626133,0.005549481595838017,0.12749454017772777,0.5282139906414688
0.05467081067104629,0.851707936006441,0.6301666656371938,-0.6525287569862923,1.01254207365034,0.9402751875570161,2.1571132410759977,0.826893989130481,1.706680145769826,-2.4042504955902366,1.998340404977069
-0.6270918845749438,-0.953503945409367,-0.23701053179156406,-0.46589908822490766,-0.031073157789282206,-0.4837606419753635,-0.548262210174188,-0.6374762660552179,0.3207917405054776,0.46611155901012874,-0.8172368076826676
0.02090903991204862,0.6428009267509218,0.5169645715299156,0.756591219508318,1.1001114625552963,0.1787641923936401,0.6878188590562941,-0.33293263293156866,0.33166394628107426,-0.2349918266502242,0.7933589448243334
